RM1,RM2,RT1,RT2,T
17292.7,8619.16,33810,10000,6.19
17320.3,8621.59,33800,10000,6.2
17348,8624.03,33790,10000,6.21
17375.7,8626.47,33780,10000,6.22
17403.3,8628.92,33770,10000,6.23
17431,8631.38,33760,10000,6.24
17458.6,8633.84,33750,10000,6.25
17486.3,8636.31,33740,10000,6.26
17514,8638.79,33730,10000,6.27
17541.6,8641.27,33720,10000,6.28
17569.3,8643.76,33710,10000,6.29
17596.9,8646.26,33700,10000,6.3
17624.6,8648.76,33690,10000,6.31
17652.2,8651.27,33680,10000,6.32
17679.9,8653.78,33670,10000,6.33
17707.6,8656.3,33660,10000,6.34
17735.2,8658.83,33650,10000,6.35
17762.9,8661.36,33640,10000,6.36
17790.5,8663.9,33630,10000,6.37
17818.2,8666.44,33620,10000,6.38
17845.8,8668.99,33610,10000,6.39
17873.5,8671.55,33600,10000,6.4
17901.1,8674.11,33590,10000,6.41
17928.8,8676.68,33580,10000,6.42
17956.4,8679.25,33570,10000,6.43
17984.1,8681.83,33560,10000,6.44
18011.7,8684.42,33550,10000,6.45
18039.4,8687.01,33540,10000,6.46
18067,8689.61,33530,10000,6.47
18094.7,8692.21,33520,10000,6.48
18122.3,8694.82,33510,10000,6.49
18150,8697.43,33500,10000,6.5
18177.6,8700.05,33490,10000,6.51
18205.3,8702.68,33480,10000,6.52
18232.9,8705.31,33470,10000,6.53
18260.6,8707.95,33460,10000,6.54
18288.2,8710.59,33450,10000,6.55
18315.8,8713.24,33440,10000,6.56
18343.5,8715.89,33430,10000,6.57
18371.1,8718.55,33420,10000,6.58
18398.8,8721.22,33410,10000,6.59
18426.4,8723.89,33400,10000,6.6
18454.1,8726.56,33390,10000,6.61
18481.7,8729.24,33380,10000,6.62
18509.3,8731.93,33370,10000,6.63
18537,8734.62,33360,10000,6.64
18564.6,8737.32,33350,10000,6.65
18592.3,8740.02,33340,10000,6.66
18619.9,8742.73,33330,10000,6.67
18647.5,8745.44,33320,10000,6.68
18675.2,8748.16,33310,10000,6.69
18702.8,8750.88,33300,10000,6.7
18730.5,8753.61,33290,10000,6.71
18758.1,8756.34,33280,10000,6.72
18785.7,8759.08,33270,10000,6.73
18813.4,8761.82,33260,10000,6.74
18841,8764.57,33250,10000,6.75
18868.6,8767.32,33240,10000,6.76
18896.3,8770.08,33230,10000,6.77
18923.9,8772.84,33220,10000,6.78
18951.5,8775.61,33210,10000,6.79
18979.2,8778.38,33200,10000,6.8
19006.8,8781.16,33190,10000,6.81
19034.4,8783.94,33180,10000,6.82
19062.1,8786.73,33170,10000,6.83
19089.7,8789.52,33160,10000,6.84
19117.3,8792.32,33150,10000,6.85
19145,8795.12,33140,10000,6.86
19172.6,8797.93,33130,10000,6.87
19200.2,8800.74,33120,10000,6.88
19227.9,8803.55,33110,10000,6.89
19255.5,8806.37,33100,10000,6.9
19283.1,8809.2,33090,10000,6.91
19310.8,8812.03,33080,10000,6.92
19338.4,8814.86,33070,10000,6.93
19366,8817.7,33060,10000,6.94
19393.6,8820.54,33050,10000,6.95
19421.3,8823.39,33040,10000,6.96
19448.9,8826.24,33030,10000,6.97
19476.5,8829.1,33020,10000,6.98
19504.1,8831.96,33010,10000,6.99
19531.8,8834.82,33000,10000,7
19559.4,8837.69,32990,10000,7.01
19587,8840.57,32980,10000,7.02
19614.6,8843.44,32970,10000,7.03
19642.3,8846.33,32960,10000,7.04
19669.9,8849.21,32950,10000,7.05
19697.5,8852.1,32940,10000,7.06
19725.1,8855,32930,10000,7.07
19752.8,8857.9,32920,10000,7.08
19780.4,8860.8,32910,10000,7.09
19808,8863.71,32900,10000,7.1
19835.6,8866.62,32890,10000,7.11
19863.3,8869.53,32880,10000,7.12
19890.9,8872.45,32870,10000,7.13
19918.5,8875.38,32860,10000,7.14
19946.1,8878.31,32850,10000,7.15
19973.7,8881.24,32840,10000,7.16
20001.4,8884.17,32830,10000,7.17
20029,8887.11,32820,10000,7.18
20056.6,8890.06,32810,10000,7.19
20084.2,8893,32800,10000,7.2
20111.8,8895.96,32790,10000,7.21
20139.4,8898.91,32780,10000,7.22
20167.1,8901.87,32770,10000,7.23
20194.7,8904.83,32760,10000,7.24
20222.3,8907.8,32750,10000,7.25
20249.9,8910.77,32740,10000,7.26
20277.5,8913.74,32730,10000,7.27
20305.1,8916.72,32720,10000,7.28
20332.8,8919.7,32710,10000,7.29
20360.4,8922.69,32700,10000,7.3
20388,8925.68,32690,10000,7.31
20415.6,8928.67,32680,10000,7.32
20443.2,8931.67,32670,10000,7.33
20470.8,8934.67,32660,10000,7.34
20498.5,8937.67,32650,10000,7.35
20526.1,8940.68,32640,10000,7.36
20553.7,8943.69,32630,10000,7.37
20581.3,8946.7,32620,10000,7.38
20608.9,8949.72,32610,10000,7.39
20636.5,8952.74,32600,10000,7.4
20664.1,8955.76,32590,10000,7.41
20691.7,8958.79,32580,10000,7.42
20719.4,8961.82,32570,10000,7.43
20747,8964.85,32560,10000,7.44
20774.6,8967.89,32550,10000,7.45
20802.2,8970.93,32540,10000,7.46
20829.8,8973.98,32530,10000,7.47
20857.4,8977.03,32520,10000,7.48
20885,8980.08,32510,10000,7.49
20912.6,8983.13,32500,10000,7.5
20940.2,8986.19,32490,10000,7.51
20967.8,8989.25,32480,10000,7.52
20995.4,8992.31,32470,10000,7.53
21023.1,8995.38,32460,10000,7.54
21050.7,8998.45,32450,10000,7.55
21078.3,9001.52,32440,10000,7.56
21105.9,9004.6,32430,10000,7.57
21133.5,9007.68,32420,10000,7.58
21161.1,9010.76,32410,10000,7.59
21188.7,9013.84,32400,10000,7.6
21216.3,9016.93,32390,10000,7.61
21243.9,9020.02,32380,10000,7.62
21271.5,9023.12,32370,10000,7.63
21299.1,9026.21,32360,10000,7.64
21326.7,9029.31,32350,10000,7.65
21354.3,9032.42,32340,10000,7.66
21381.9,9035.52,32330,10000,7.67
21409.5,9038.63,32320,10000,7.68
21437.1,9041.74,32310,10000,7.69
21464.8,9044.86,32300,10000,7.7
21492.4,9047.97,32290,10000,7.71
21520,9051.09,32280,10000,7.72
21547.6,9054.22,32270,10000,7.73
21575.2,9057.34,32260,10000,7.74
21602.8,9060.47,32250,10000,7.75
21630.4,9063.6,32240,10000,7.76
21658,9066.74,32230,10000,7.77
21685.6,9069.87,32220,10000,7.78
21713.2,9073.01,32210,10000,7.79
21740.8,9076.15,32200,10000,7.8
21768.4,9079.3,32190,10000,7.81
21796,9082.44,32180,10000,7.82
21823.6,9085.59,32170,10000,7.83
21851.2,9088.74,32160,10000,7.84
21878.8,9091.9,32150,10000,7.85
21906.4,9095.06,32140,10000,7.86
21934,9098.21,32130,10000,7.87
21961.6,9101.38,32120,10000,7.88
21989.2,9104.54,32110,10000,7.89
22016.8,9107.71,32100,10000,7.9
22044.4,9110.88,32090,10000,7.91
22072,9114.05,32080,10000,7.92
22099.6,9117.22,32070,10000,7.93
22127.2,9120.4,32060,10000,7.94
22154.8,9123.58,32050,10000,7.95
22182.4,9126.76,32040,10000,7.96
22210,9129.94,32030,10000,7.97
22237.6,9133.13,32020,10000,7.98
22265.2,9136.32,32010,10000,7.99
22292.8,9139.51,32000,10000,8
22320.4,9142.7,31990,10000,8.01
22348,9145.89,31980,10000,8.02
22375.6,9149.09,31970,10000,8.03
22403.2,9152.29,31960,10000,8.04
22430.7,9155.49,31950,10000,8.05
22458.3,9158.69,31940,10000,8.06
22485.9,9161.9,31930,10000,8.07
22513.5,9165.11,31920,10000,8.08
22541.1,9168.32,31910,10000,8.09
22568.7,9171.53,31900,10000,8.1
22596.3,9174.74,31890,10000,8.11
22623.9,9177.96,31880,10000,8.12
22651.5,9181.18,31870,10000,8.13
22679.1,9184.4,31860,10000,8.14
22706.7,9187.62,31850,10000,8.15
22734.3,9190.84,31840,10000,8.16
22761.9,9194.07,31830,10000,8.17
22789.5,9197.3,31820,10000,8.18
22817.1,9200.53,31810,10000,8.19
22844.7,9203.76,31800,10000,8.2
22872.3,9206.99,31790,10000,8.21
22899.9,9210.23,31780,10000,8.22
22927.5,9213.47,31770,10000,8.23
22955,9216.71,31760,10000,8.24
22982.6,9219.95,31750,10000,8.25
23010.2,9223.19,31740,10000,8.26
23037.8,9226.44,31730,10000,8.27
23065.4,9229.68,31720,10000,8.28
23093,9232.93,31710,10000,8.29
23120.6,9236.18,31700,10000,8.3
23148.2,9239.43,31690,10000,8.31
23175.8,9242.69,31680,10000,8.32
23203.4,9245.94,31670,10000,8.33
23231,9249.2,31660,10000,8.34
23258.6,9252.46,31650,10000,8.35
23286.1,9255.72,31640,10000,8.36
23313.7,9258.98,31630,10000,8.37
23341.3,9262.24,31620,10000,8.38
23368.9,9265.51,31610,10000,8.39
23396.5,9268.78,31600,10000,8.4
23424.1,9272.05,31590,10000,8.41
23451.7,9275.32,31580,10000,8.42
23479.3,9278.59,31570,10000,8.43
23506.9,9281.86,31560,10000,8.44
23534.5,9285.14,31550,10000,8.45
23562,9288.41,31540,10000,8.46
23589.6,9291.69,31530,10000,8.47
23617.2,9294.97,31520,10000,8.48
23644.8,9298.25,31510,10000,8.49
23672.4,9301.53,31500,10000,8.5
23700,9304.82,31490,10000,8.51
23727.6,9308.1,31480,10000,8.52
23755.2,9311.39,31470,10000,8.53
23782.8,9314.68,31460,10000,8.54
23810.4,9317.97,31450,10000,8.55
23837.9,9321.26,31440,10000,8.56
23865.5,9324.55,31430,10000,8.57
23893.1,9327.84,31420,10000,8.58
23920.7,9331.14,31410,10000,8.59
23948.3,9334.43,31400,10000,8.6
23975.9,9337.73,31390,10000,8.61
24003.5,9341.03,31380,10000,8.62
24031.1,9344.33,31370,10000,8.63
24058.6,9347.63,31360,10000,8.64
24086.2,9350.93,31350,10000,8.65
24113.8,9354.24,31340,10000,8.66
24141.4,9357.54,31330,10000,8.67
24169,9360.85,31320,10000,8.68
24196.6,9364.16,31310,10000,8.69
24224.2,9367.47,31300,10000,8.7
24251.8,9370.78,31290,10000,8.71
24279.3,9374.09,31280,10000,8.72
24306.9,9377.4,31270,10000,8.73
24334.5,9380.71,31260,10000,8.74
24362.1,9384.03,31250,10000,8.75
24389.7,9387.34,31240,10000,8.76
24417.3,9390.66,31230,10000,8.77
24444.9,9393.98,31220,10000,8.78
24472.4,9397.3,31210,10000,8.79
24500,9400.62,31200,10000,8.8
24527.6,9403.94,31190,10000,8.81
24555.2,9407.26,31180,10000,8.82
24582.8,9410.58,31170,10000,8.83
24610.4,9413.91,31160,10000,8.84
24638,9417.23,31150,10000,8.85
24665.5,9420.56,31140,10000,8.86
24693.1,9423.89,31130,10000,8.87
24720.7,9427.21,31120,10000,8.88
24748.3,9430.54,31110,10000,8.89
24775.9,9433.87,31100,10000,8.9
24803.5,9437.2,31090,10000,8.91
24831,9440.54,31080,10000,8.92
24858.6,9443.87,31070,10000,8.93
24886.2,9447.2,31060,10000,8.94
24913.8,9450.54,31050,10000,8.95
24941.4,9453.87,31040,10000,8.96
24969,9457.21,31030,10000,8.97
24996.6,9460.55,31020,10000,8.98
25024.1,9463.88,31010,10000,8.99
25051.7,9467.22,31000,10000,9
25079.3,9470.56,30990,10000,9.01
25106.9,9473.9,30980,10000,9.02
25134.5,9477.24,30970,10000,9.03
25162.1,9480.59,30960,10000,9.04
25189.6,9483.93,30950,10000,9.05
25217.2,9487.27,30940,10000,9.06
25244.8,9490.62,30930,10000,9.07
25272.4,9493.96,30920,10000,9.08
25300,9497.31,30910,10000,9.09
25327.6,9500.66,30900,10000,9.1
25355.1,9504,30890,10000,9.11
25382.7,9507.35,30880,10000,9.12
25410.3,9510.7,30870,10000,9.13
25437.9,9514.05,30860,10000,9.14
25465.5,9517.4,30850,10000,9.15
25493.1,9520.75,30840,10000,9.16
25520.6,9524.1,30830,10000,9.17
25548.2,9527.46,30820,10000,9.18
25575.8,9530.81,30810,10000,9.19
25603.4,9534.16,30800,10000,9.2
25631,9537.52,30790,10000,9.21
25658.6,9540.87,30780,10000,9.22
25686.1,9544.23,30770,10000,9.23
25713.7,9547.58,30760,10000,9.24
25741.3,9550.94,30750,10000,9.25
25768.9,9554.3,30740,10000,9.26
25796.5,9557.66,30730,10000,9.27
25824,9561.01,30720,10000,9.28
25851.6,9564.37,30710,10000,9.29
25879.2,9567.73,30700,10000,9.3
25906.8,9571.09,30690,10000,9.31
25934.4,9574.45,30680,10000,9.32
25962,9577.81,30670,10000,9.33
25989.5,9581.18,30660,10000,9.34
26017.1,9584.54,30650,10000,9.35
26044.7,9587.9,30640,10000,9.36
26072.3,9591.26,30630,10000,9.37
26099.9,9594.63,30620,10000,9.38
26127.4,9597.99,30610,10000,9.39
26155,9601.36,30600,10000,9.4
26182.6,9604.72,30590,10000,9.41
26210.2,9608.09,30580,10000,9.42
26237.8,9611.45,30570,10000,9.43
26265.4,9614.82,30560,10000,9.44
26292.9,9618.18,30550,10000,9.45
26320.5,9621.55,30540,10000,9.46
26348.1,9624.92,30530,10000,9.47
26375.7,9628.29,30520,10000,9.48
26403.3,9631.66,30510,10000,9.49
26430.8,9635.02,30500,10000,9.5
26458.4,9638.39,30490,10000,9.51
26486,9641.76,30480,10000,9.52
26513.6,9645.13,30470,10000,9.53
26541.2,9648.5,30460,10000,9.54
26568.8,9651.87,30450,10000,9.55
26596.3,9655.24,30440,10000,9.56
26623.9,9658.62,30430,10000,9.57
26651.5,9661.99,30420,10000,9.58
26679.1,9665.36,30410,10000,9.59
26706.7,9668.73,30400,10000,9.6
26734.2,9672.1,30390,10000,9.61
26761.8,9675.48,30380,10000,9.62
26789.4,9678.85,30370,10000,9.63
26817,9682.22,30360,10000,9.64
26844.6,9685.6,30350,10000,9.65
26872.1,9688.97,30340,10000,9.66
26899.7,9692.35,30330,10000,9.67
26927.3,9695.72,30320,10000,9.68
26954.9,9699.09,30310,10000,9.69
26982.5,9702.47,30300,10000,9.7
27010,9705.85,30290,10000,9.71
27037.6,9709.22,30280,10000,9.72
27065.2,9712.6,30270,10000,9.73
27092.8,9715.97,30260,10000,9.74
27120.4,9719.35,30250,10000,9.75
27148,9722.73,30240,10000,9.76
27175.5,9726.1,30230,10000,9.77
27203.1,9729.48,30220,10000,9.78
27230.7,9732.86,30210,10000,9.79
27258.3,9736.23,30200,10000,9.8
27285.9,9739.61,30190,10000,9.81
27313.4,9742.99,30180,10000,9.82
27341,9746.37,30170,10000,9.83
27368.6,9749.74,30160,10000,9.84
27396.2,9753.12,30150,10000,9.85
27423.8,9756.5,30140,10000,9.86
27451.3,9759.88,30130,10000,9.87
27478.9,9763.26,30120,10000,9.88
27506.5,9766.64,30110,10000,9.89
27534.1,9770.02,30100,10000,9.9
27561.7,9773.4,30090,10000,9.91
27589.2,9776.77,30080,10000,9.92
27616.8,9780.15,30070,10000,9.93
27644.4,9783.53,30060,10000,9.94
27672,9786.91,30050,10000,9.95
27699.6,9790.29,30040,10000,9.96
27727.1,9793.67,30030,10000,9.97
27754.7,9797.05,30020,10000,9.98
27782.3,9800.43,30010,10000,9.99
27809.9,9803.81,30000,10000,10
27837.5,9807.19,29990,10000,10.01
27865,9810.57,29980,10000,10.02
27892.6,9813.95,29970,10000,10.03
27920.2,9817.34,29960,10000,10.04
27947.8,9820.72,29950,10000,10.05
27975.4,9824.1,29940,10000,10.06
28002.9,9827.48,29930,10000,10.07
28030.5,9830.86,29920,10000,10.08
28058.1,9834.24,29910,10000,10.09
28085.7,9837.62,29900,10000,10.1
28113.3,9841,29890,10000,10.11
28140.8,9844.38,29880,10000,10.12
28168.4,9847.77,29870,10000,10.13
28196,9851.15,29860,10000,10.14
28223.6,9854.53,29850,10000,10.15
28251.2,9857.91,29840,10000,10.16
28278.7,9861.29,29830,10000,10.17
28306.3,9864.67,29820,10000,10.18
28333.9,9868.05,29810,10000,10.19
28361.5,9871.44,29800,10000,10.2
28389.1,9874.82,29790,10000,10.21
28416.6,9878.2,29780,10000,10.22
28444.2,9881.58,29770,10000,10.23
28471.8,9884.96,29760,10000,10.24
28499.4,9888.35,29750,10000,10.25
28527,9891.73,29740,10000,10.26
28554.5,9895.11,29730,10000,10.27
28582.1,9898.49,29720,10000,10.28
28609.7,9901.87,29710,10000,10.29
28637.3,9905.26,29700,10000,10.3
28664.9,9908.64,29690,10000,10.31
28692.5,9912.02,29680,10000,10.32
28720,9915.4,29670,10000,10.33
28720.6,9915.47,29669.8,10000,10.3302
28721.1,9915.54,29669.6,10000,10.3304
28721.7,9915.61,29669.4,10000,10.3306
28722.2,9915.67,29669.2,10000,10.3308
28722.8,9915.74,29669,10000,10.331
28723.3,9915.81,29668.8,10000,10.3312
28723.9,9915.88,29668.6,10000,10.3314
28724.4,9915.94,29668.4,10000,10.3316
28725,9916.01,29668.2,10000,10.3318
28725.5,9916.08,29668,10000,10.332
28726.1,9916.15,29667.8,10000,10.3322
28726.7,9916.21,29667.6,10000,10.3324
28727.2,9916.28,29667.4,10000,10.3326
28727.8,9916.35,29667.2,10000,10.3328
28728.3,9916.42,29667,10000,10.333
28728.9,9916.48,29666.8,10000,10.3332
28729.4,9916.55,29666.6,10000,10.3334
28730,9916.62,29666.4,10000,10.3336
28730.5,9916.69,29666.2,10000,10.3338
28731.1,9916.75,29666,10000,10.334
28731.6,9916.82,29665.8,10000,10.3342
28732.2,9916.89,29665.6,10000,10.3344
28732.7,9916.96,29665.4,10000,10.3346
28733.3,9917.03,29665.2,10000,10.3348
28733.8,9917.09,29665,10000,10.335
28734.4,9917.16,29664.8,10000,10.3352
28734.9,9917.23,29664.6,10000,10.3354
28735.5,9917.3,29664.4,10000,10.3356
28736,9917.36,29664.2,10000,10.3358
28736.6,9917.43,29664,10000,10.336
28737.1,9917.5,29663.8,10000,10.3362
28737.7,9917.57,29663.6,10000,10.3364
28738.2,9917.63,29663.4,10000,10.3366
28738.8,9917.7,29663.2,10000,10.3368
28739.3,9917.77,29663,10000,10.337
28739.9,9917.84,29662.8,10000,10.3372
28740.4,9917.9,29662.6,10000,10.3374
28741,9917.97,29662.4,10000,10.3376
28741.5,9918.04,29662.2,10000,10.3378
28742.1,9918.11,29662,10000,10.338
28742.6,9918.17,29661.8,10000,10.3382
28743.2,9918.24,29661.6,10000,10.3384
28743.8,9918.31,29661.4,10000,10.3386
28744.3,9918.38,29661.2,10000,10.3388
28744.9,9918.44,29661,10000,10.339
28745.4,9918.51,29660.8,10000,10.3392
28746,9918.58,29660.6,10000,10.3394
28746.5,9918.65,29660.4,10000,10.3396
28747.1,9918.71,29660.2,10000,10.3398
28747.6,9918.78,29660,10000,10.34
28748.2,9918.85,29659.8,10000,10.3402
28748.7,9918.92,29659.6,10000,10.3404
28749.3,9918.98,29659.4,10000,10.3406
28749.8,9919.05,29659.2,10000,10.3408
28750.4,9919.12,29659,10000,10.341
28750.9,9919.19,29658.8,10000,10.3412
28751.5,9919.25,29658.6,10000,10.3414
28752,9919.32,29658.4,10000,10.3416
28752.6,9919.39,29658.2,10000,10.3418
28753.1,9919.46,29658,10000,10.342
28753.7,9919.52,29657.8,10000,10.3422
28754.2,9919.59,29657.6,10000,10.3424
28754.8,9919.66,29657.4,10000,10.3426
28755.3,9919.73,29657.2,10000,10.3428
28755.9,9919.79,29657,10000,10.343
28756.4,9919.86,29656.8,10000,10.3432
28757,9919.93,29656.6,10000,10.3434
28757.5,9920,29656.4,10000,10.3436
28758.1,9920.06,29656.2,10000,10.3438
28758.6,9920.13,29656,10000,10.344
28759.2,9920.2,29655.8,10000,10.3442
28759.7,9920.27,29655.6,10000,10.3444
28760.3,9920.33,29655.4,10000,10.3446
28760.9,9920.4,29655.2,10000,10.3448
28761.4,9920.47,29655,10000,10.345
28762,9920.54,29654.8,10000,10.3452
28762.5,9920.6,29654.6,10000,10.3454
28763.1,9920.67,29654.4,10000,10.3456
28763.6,9920.74,29654.2,10000,10.3458
28764.2,9920.81,29654,10000,10.346
28764.7,9920.87,29653.8,10000,10.3462
28765.3,9920.94,29653.6,10000,10.3464
28765.8,9921.01,29653.4,10000,10.3466
28766.4,9921.08,29653.2,10000,10.3468
28766.9,9921.14,29653,10000,10.347
28767.5,9921.21,29652.8,10000,10.3472
28768,9921.28,29652.6,10000,10.3474
28768.6,9921.35,29652.4,10000,10.3476
28769.1,9921.41,29652.2,10000,10.3478
28769.7,9921.48,29652,10000,10.348
28770.2,9921.55,29651.8,10000,10.3482
28770.8,9921.62,29651.6,10000,10.3484
28771.3,9921.68,29651.4,10000,10.3486
28771.9,9921.75,29651.2,10000,10.3488
28772.4,9921.82,29651,10000,10.349
28773,9921.89,29650.8,10000,10.3492
28773.5,9921.95,29650.6,10000,10.3494
28774.1,9922.02,29650.4,10000,10.3496
28774.6,9922.09,29650.2,10000,10.3498
28775.2,9922.16,29650,10000,10.35
28775.7,9922.22,29649.8,10000,10.3502
28776.3,9922.29,29649.6,10000,10.3504
28776.8,9922.36,29649.4,10000,10.3506
28777.4,9922.43,29649.2,10000,10.3508
28778,9922.49,29649,10000,10.351
28778.5,9922.56,29648.8,10000,10.3512
28779.1,9922.63,29648.6,10000,10.3514
28779.6,9922.7,29648.4,10000,10.3516
28780.2,9922.76,29648.2,10000,10.3518
28780.7,9922.83,29648,10000,10.352
28781.3,9922.9,29647.8,10000,10.3522
28781.8,9922.97,29647.6,10000,10.3524
28782.4,9923.03,29647.4,10000,10.3526
28782.9,9923.1,29647.2,10000,10.3528
28783.5,9923.17,29647,10000,10.353
28784,9923.23,29646.8,10000,10.3532
28784.6,9923.3,29646.6,10000,10.3534
28785.1,9923.37,29646.4,10000,10.3536
28785.7,9923.44,29646.2,10000,10.3538
28786.2,9923.5,29646,10000,10.354
28786.8,9923.57,29645.8,10000,10.3542
28787.3,9923.64,29645.6,10000,10.3544
28787.9,9923.71,29645.4,10000,10.3546
28788.4,9923.77,29645.2,10000,10.3548
28789,9923.84,29645,10000,10.355
28789.5,9923.91,29644.8,10000,10.3552
28790.1,9923.98,29644.6,10000,10.3554
28790.6,9924.04,29644.4,10000,10.3556
28791.2,9924.11,29644.2,10000,10.3558
28791.7,9924.18,29644,10000,10.356
28792.3,9924.25,29643.8,10000,10.3562
28792.8,9924.31,29643.6,10000,10.3564
28793.4,9924.38,29643.4,10000,10.3566
28793.9,9924.45,29643.2,10000,10.3568
28794.5,9924.52,29643,10000,10.357
28795.1,9924.58,29642.8,10000,10.3572
28795.6,9924.65,29642.6,10000,10.3574
28796.2,9924.72,29642.4,10000,10.3576
28796.7,9924.78,29642.2,10000,10.3578
28797.3,9924.85,29642,10000,10.358
28797.8,9924.92,29641.8,10000,10.3582
28798.4,9924.99,29641.6,10000,10.3584
28798.9,9925.05,29641.4,10000,10.3586
28799.5,9925.12,29641.2,10000,10.3588
28800,9925.19,29641,10000,10.359
28800.6,9925.26,29640.8,10000,10.3592
28801.1,9925.32,29640.6,10000,10.3594
28801.7,9925.39,29640.4,10000,10.3596
28802.2,9925.46,29640.2,10000,10.3598
28802.8,9925.53,29640,10000,10.36
28803.3,9925.59,29639.8,10000,10.3602
28803.9,9925.66,29639.6,10000,10.3604
28804.4,9925.73,29639.4,10000,10.3606
28805,9925.8,29639.2,10000,10.3608
28805.5,9925.86,29639,10000,10.361
28806.1,9925.93,29638.8,10000,10.3612
28806.6,9926,29638.6,10000,10.3614
28807.2,9926.06,29638.4,10000,10.3616
28807.7,9926.13,29638.2,10000,10.3618
28808.3,9926.2,29638,10000,10.362
28808.8,9926.27,29637.8,10000,10.3622
28809.4,9926.33,29637.6,10000,10.3624
28809.9,9926.4,29637.4,10000,10.3626
28810.5,9926.47,29637.2,10000,10.3628
28811,9926.54,29637,10000,10.363
28811.6,9926.6,29636.8,10000,10.3632
28812.2,9926.67,29636.6,10000,10.3634
28812.7,9926.74,29636.4,10000,10.3636
28813.3,9926.81,29636.2,10000,10.3638
28813.8,9926.87,29636,10000,10.364
28814.4,9926.94,29635.8,10000,10.3642
28814.9,9927.01,29635.6,10000,10.3644
28815.5,9927.07,29635.4,10000,10.3646
28816,9927.14,29635.2,10000,10.3648
28816.6,9927.21,29635,10000,10.365
28817.1,9927.28,29634.8,10000,10.3652
28817.7,9927.34,29634.6,10000,10.3654
28818.2,9927.41,29634.4,10000,10.3656
