RM1,RM2,RT1,RT2,T
29118.3,9963.86,29525.6,10000,10.4744
29118.9,9963.92,29525.4,10000,10.4746
29119.4,9963.99,29525.2,10000,10.4748
29120,9964.06,29525,10000,10.475
29120.5,9964.12,29524.8,10000,10.4752
29121.1,9964.19,29524.6,10000,10.4754
29121.6,9964.26,29524.4,10000,10.4756
29122.2,9964.32,29524.2,10000,10.4758
29122.7,9964.39,29524,10000,10.476
29123.3,9964.46,29523.8,10000,10.4762
29123.8,9964.52,29523.6,10000,10.4764
29124.4,9964.59,29523.4,10000,10.4766
29124.9,9964.66,29523.2,10000,10.4768
29125.5,9964.72,29523,10000,10.477
29126,9964.79,29522.8,10000,10.4772
29126.6,9964.86,29522.6,10000,10.4774
29127.1,9964.92,29522.4,10000,10.4776
29127.7,9964.99,29522.2,10000,10.4778
29128.3,9965.06,29522,10000,10.478
29128.8,9965.13,29521.8,10000,10.4782
29129.4,9965.19,29521.6,10000,10.4784
29129.9,9965.26,29521.4,10000,10.4786
29130.5,9965.33,29521.2,10000,10.4788
29131,9965.39,29521,10000,10.479
29131.6,9965.46,29520.8,10000,10.4792
29132.1,9965.53,29520.6,10000,10.4794
29132.7,9965.59,29520.4,10000,10.4796
29133.2,9965.66,29520.2,10000,10.4798
29133.8,9965.73,29520,10000,10.48
29134.3,9965.79,29519.8,10000,10.4802
29134.9,9965.86,29519.6,10000,10.4804
29135.4,9965.93,29519.4,10000,10.4806
29136,9965.99,29519.2,10000,10.4808
29136.5,9966.06,29519,10000,10.481
29137.1,9966.13,29518.8,10000,10.4812
29137.6,9966.19,29518.6,10000,10.4814
29138.2,9966.26,29518.4,10000,10.4816
29138.7,9966.33,29518.2,10000,10.4818
29139.3,9966.39,29518,10000,10.482
29139.8,9966.46,29517.8,10000,10.4822
29140.4,9966.53,29517.6,10000,10.4824
29140.9,9966.59,29517.4,10000,10.4826
29141.5,9966.66,29517.2,10000,10.4828
29142,9966.73,29517,10000,10.483
29142.6,9966.79,29516.8,10000,10.4832
29143.1,9966.86,29516.6,10000,10.4834
29143.7,9966.93,29516.4,10000,10.4836
29144.3,9967,29516.2,10000,10.4838
29144.8,9967.06,29516,10000,10.484
29145.4,9967.13,29515.8,10000,10.4842
29145.9,9967.2,29515.6,10000,10.4844
29146.5,9967.26,29515.4,10000,10.4846
29147,9967.33,29515.2,10000,10.4848
29147.6,9967.4,29515,10000,10.485
29148.1,9967.46,29514.8,10000,10.4852
29148.7,9967.53,29514.6,10000,10.4854
29149.2,9967.6,29514.4,10000,10.4856
29149.8,9967.66,29514.2,10000,10.4858
29150.3,9967.73,29514,10000,10.486
29150.9,9967.8,29513.8,10000,10.4862
29151.4,9967.86,29513.6,10000,10.4864
29152,9967.93,29513.4,10000,10.4866
29152.5,9968,29513.2,10000,10.4868
29153.1,9968.06,29513,10000,10.487
29153.6,9968.13,29512.8,10000,10.4872
29154.2,9968.2,29512.6,10000,10.4874
29154.7,9968.26,29512.4,10000,10.4876
29155.3,9968.33,29512.2,10000,10.4878
29155.8,9968.4,29512,10000,10.488
29156.4,9968.46,29511.8,10000,10.4882
29156.9,9968.53,29511.6,10000,10.4884
29157.5,9968.6,29511.4,10000,10.4886
29158,9968.66,29511.2,10000,10.4888
29158.6,9968.73,29511,10000,10.489
29159.1,9968.8,29510.8,10000,10.4892
29159.7,9968.86,29510.6,10000,10.4894
29160.3,9968.93,29510.4,10000,10.4896
29160.8,9969,29510.2,10000,10.4898
29161.4,9969.07,29510,10000,10.49
29161.9,9969.13,29509.8,10000,10.4902
29162.5,9969.2,29509.6,10000,10.4904
29163,9969.27,29509.4,10000,10.4906
29163.6,9969.33,29509.2,10000,10.4908
29164.1,9969.4,29509,10000,10.491
29164.7,9969.47,29508.8,10000,10.4912
29165.2,9969.53,29508.6,10000,10.4914
29165.8,9969.6,29508.4,10000,10.4916
29166.3,9969.67,29508.2,10000,10.4918
29166.9,9969.73,29508,10000,10.492
29167.4,9969.8,29507.8,10000,10.4922
29168,9969.87,29507.6,10000,10.4924
29168.5,9969.93,29507.4,10000,10.4926
29169.1,9970,29507.2,10000,10.4928
29169.6,9970.07,29507,10000,10.493
29170.2,9970.13,29506.8,10000,10.4932
29170.7,9970.2,29506.6,10000,10.4934
29171.3,9970.27,29506.4,10000,10.4936
29171.8,9970.33,29506.2,10000,10.4938
29172.4,9970.4,29506,10000,10.494
29172.9,9970.47,29505.8,10000,10.4942
29173.5,9970.53,29505.6,10000,10.4944
29174,9970.6,29505.4,10000,10.4946
29174.6,9970.67,29505.2,10000,10.4948
29175.1,9970.73,29505,10000,10.495
29175.7,9970.8,29504.8,10000,10.4952
29176.2,9970.87,29504.6,10000,10.4954
29176.8,9970.93,29504.4,10000,10.4956
29177.4,9971,29504.2,10000,10.4958
29177.9,9971.07,29504,10000,10.496
29178.5,9971.13,29503.8,10000,10.4962
29179,9971.2,29503.6,10000,10.4964
29179.6,9971.27,29503.4,10000,10.4966
29180.1,9971.34,29503.2,10000,10.4968
29180.7,9971.4,29503,10000,10.497
29181.2,9971.47,29502.8,10000,10.4972
29181.8,9971.54,29502.6,10000,10.4974
29182.3,9971.6,29502.4,10000,10.4976
29182.9,9971.67,29502.2,10000,10.4978
29183.4,9971.74,29502,10000,10.498
29184,9971.8,29501.8,10000,10.4982
29184.5,9971.87,29501.6,10000,10.4984
29185.1,9971.94,29501.4,10000,10.4986
29185.6,9972,29501.2,10000,10.4988
29186.2,9972.07,29501,10000,10.499
29186.7,9972.14,29500.8,10000,10.4992
29187.3,9972.2,29500.6,10000,10.4994
29187.8,9972.27,29500.4,10000,10.4996
29188.4,9972.34,29500.2,10000,10.4998
29188.9,9972.4,29500,10000,10.5
29189.5,9972.47,29499.8,10000,10.5002
29190,9972.54,29499.6,10000,10.5004
29190.6,9972.6,29499.4,10000,10.5006
29191.1,9972.67,29499.2,10000,10.5008
29191.7,9972.74,29499,10000,10.501
29192.2,9972.8,29498.8,10000,10.5012
29192.8,9972.87,29498.6,10000,10.5014
29193.4,9972.94,29498.4,10000,10.5016
29193.9,9973,29498.2,10000,10.5018
29194.5,9973.07,29498,10000,10.502
29195,9973.14,29497.8,10000,10.5022
29195.6,9973.2,29497.6,10000,10.5024
29196.1,9973.27,29497.4,10000,10.5026
29196.7,9973.34,29497.2,10000,10.5028
29197.2,9973.4,29497,10000,10.503
29197.8,9973.47,29496.8,10000,10.5032
29198.3,9973.54,29496.6,10000,10.5034
29198.9,9973.6,29496.4,10000,10.5036
29199.4,9973.67,29496.2,10000,10.5038
29200,9973.74,29496,10000,10.504
29200.5,9973.8,29495.8,10000,10.5042
29201.1,9973.87,29495.6,10000,10.5044
29201.6,9973.94,29495.4,10000,10.5046
29202.2,9974.01,29495.2,10000,10.5048
29202.7,9974.07,29495,10000,10.505
29203.3,9974.14,29494.8,10000,10.5052
29203.8,9974.21,29494.6,10000,10.5054
29204.4,9974.27,29494.4,10000,10.5056
29204.9,9974.34,29494.2,10000,10.5058
29205.5,9974.41,29494,10000,10.506
29206,9974.47,29493.8,10000,10.5062
29206.6,9974.54,29493.6,10000,10.5064
29207.1,9974.61,29493.4,10000,10.5066
29207.7,9974.67,29493.2,10000,10.5068
29208.2,9974.74,29493,10000,10.507
29208.8,9974.81,29492.8,10000,10.5072
29209.4,9974.87,29492.6,10000,10.5074
29209.9,9974.94,29492.4,10000,10.5076
29210.5,9975.01,29492.2,10000,10.5078
29211,9975.07,29492,10000,10.508
29211.6,9975.14,29491.8,10000,10.5082
29212.1,9975.21,29491.6,10000,10.5084
29212.7,9975.27,29491.4,10000,10.5086
29213.2,9975.34,29491.2,10000,10.5088
29213.8,9975.41,29491,10000,10.509
29214.3,9975.47,29490.8,10000,10.5092
29214.9,9975.54,29490.6,10000,10.5094
29215.4,9975.61,29490.4,10000,10.5096
29216,9975.67,29490.2,10000,10.5098
29216.5,9975.74,29490,10000,10.51
29217.1,9975.81,29489.8,10000,10.5102
29217.6,9975.87,29489.6,10000,10.5104
29218.2,9975.94,29489.4,10000,10.5106
29218.7,9976.01,29489.2,10000,10.5108
29219.3,9976.07,29489,10000,10.511
29219.8,9976.14,29488.8,10000,10.5112
29220.4,9976.21,29488.6,10000,10.5114
29220.9,9976.27,29488.4,10000,10.5116
29221.5,9976.34,29488.2,10000,10.5118
29222,9976.41,29488,10000,10.512
29222.6,9976.47,29487.8,10000,10.5122
29223.1,9976.54,29487.6,10000,10.5124
29223.7,9976.61,29487.4,10000,10.5126
29224.2,9976.68,29487.2,10000,10.5128
29224.8,9976.74,29487,10000,10.513
29225.3,9976.81,29486.8,10000,10.5132
29225.9,9976.88,29486.6,10000,10.5134
29226.5,9976.94,29486.4,10000,10.5136
29227,9977.01,29486.2,10000,10.5138
29227.6,9977.08,29486,10000,10.514
29228.1,9977.14,29485.8,10000,10.5142
29228.7,9977.21,29485.6,10000,10.5144
29229.2,9977.28,29485.4,10000,10.5146
29229.8,9977.34,29485.2,10000,10.5148
29230.3,9977.41,29485,10000,10.515
29230.9,9977.48,29484.8,10000,10.5152
29231.4,9977.54,29484.6,10000,10.5154
29232,9977.61,29484.4,10000,10.5156
29232.5,9977.68,29484.2,10000,10.5158
29233.1,9977.74,29484,10000,10.516
29233.6,9977.81,29483.8,10000,10.5162
29234.2,9977.88,29483.6,10000,10.5164
29234.7,9977.94,29483.4,10000,10.5166
29235.3,9978.01,29483.2,10000,10.5168
29235.8,9978.08,29483,10000,10.517
29236.4,9978.14,29482.8,10000,10.5172
29236.9,9978.21,29482.6,10000,10.5174
29237.5,9978.28,29482.4,10000,10.5176
29238,9978.34,29482.2,10000,10.5178
29238.6,9978.41,29482,10000,10.518
29239.1,9978.48,29481.8,10000,10.5182
29239.7,9978.54,29481.6,10000,10.5184
29240.2,9978.61,29481.4,10000,10.5186
29240.8,9978.68,29481.2,10000,10.5188
29241.3,9978.74,29481,10000,10.519
29241.9,9978.81,29480.8,10000,10.5192
29242.5,9978.88,29480.6,10000,10.5194
29243,9978.94,29480.4,10000,10.5196
29243.6,9979.01,29480.2,10000,10.5198
29244.1,9979.08,29480,10000,10.52
29244.7,9979.14,29479.8,10000,10.5202
29245.2,9979.21,29479.6,10000,10.5204
29245.8,9979.28,29479.4,10000,10.5206
29246.3,9979.34,29479.2,10000,10.5208
29246.9,9979.41,29479,10000,10.521
29247.4,9979.48,29478.8,10000,10.5212
29248,9979.54,29478.6,10000,10.5214
29248.5,9979.61,29478.4,10000,10.5216
29249.1,9979.68,29478.2,10000,10.5218
29249.6,9979.74,29478,10000,10.522
29250.2,9979.81,29477.8,10000,10.5222
29250.7,9979.88,29477.6,10000,10.5224
29251.3,9979.95,29477.4,10000,10.5226
29251.8,9980.01,29477.2,10000,10.5228
29252.4,9980.08,29477,10000,10.523
29252.9,9980.15,29476.8,10000,10.5232
29253.5,9980.21,29476.6,10000,10.5234
29254,9980.28,29476.4,10000,10.5236
29254.6,9980.35,29476.2,10000,10.5238
29255.1,9980.41,29476,10000,10.524
29255.7,9980.48,29475.8,10000,10.5242
29256.2,9980.55,29475.6,10000,10.5244
29256.8,9980.61,29475.4,10000,10.5246
29257.3,9980.68,29475.2,10000,10.5248
29257.9,9980.75,29475,10000,10.525
29258.4,9980.81,29474.8,10000,10.5252
29259,9980.88,29474.6,10000,10.5254
29259.6,9980.95,29474.4,10000,10.5256
29260.1,9981.01,29474.2,10000,10.5258
29260.7,9981.08,29474,10000,10.526
29261.2,9981.15,29473.8,10000,10.5262
29261.8,9981.21,29473.6,10000,10.5264
29262.3,9981.28,29473.4,10000,10.5266
29262.9,9981.35,29473.2,10000,10.5268
29263.4,9981.41,29473,10000,10.527
29264,9981.48,29472.8,10000,10.5272
29264.5,9981.55,29472.6,10000,10.5274
29265.1,9981.61,29472.4,10000,10.5276
29265.6,9981.68,29472.2,10000,10.5278
29266.2,9981.75,29472,10000,10.528
29266.7,9981.81,29471.8,10000,10.5282
29267.3,9981.88,29471.6,10000,10.5284
29267.8,9981.95,29471.4,10000,10.5286
29268.4,9982.01,29471.2,10000,10.5288
29268.9,9982.08,29471,10000,10.529
29269.5,9982.15,29470.8,10000,10.5292
29270,9982.21,29470.6,10000,10.5294
29270.6,9982.28,29470.4,10000,10.5296
29271.1,9982.35,29470.2,10000,10.5298
29271.7,9982.41,29470,10000,10.53
29272.2,9982.48,29469.8,10000,10.5302
29272.8,9982.55,29469.6,10000,10.5304
29273.3,9982.61,29469.4,10000,10.5306
29273.9,9982.68,29469.2,10000,10.5308
29274.4,9982.75,29469,10000,10.531
29275,9982.81,29468.8,10000,10.5312
29275.6,9982.88,29468.6,10000,10.5314
29276.1,9982.95,29468.4,10000,10.5316
29276.7,9983.01,29468.2,10000,10.5318
29277.2,9983.08,29468,10000,10.532
29277.8,9983.15,29467.8,10000,10.5322
29278.3,9983.22,29467.6,10000,10.5324
29278.9,9983.28,29467.4,10000,10.5326
29279.4,9983.35,29467.2,10000,10.5328
29280,9983.42,29467,10000,10.533
29280.5,9983.48,29466.8,10000,10.5332
29281.1,9983.55,29466.6,10000,10.5334
29281.6,9983.62,29466.4,10000,10.5336
29282.2,9983.68,29466.2,10000,10.5338
29282.7,9983.75,29466,10000,10.534
29283.3,9983.82,29465.8,10000,10.5342
29283.8,9983.88,29465.6,10000,10.5344
29284.4,9983.95,29465.4,10000,10.5346
29284.9,9984.02,29465.2,10000,10.5348
29285.5,9984.08,29465,10000,10.535
29286,9984.15,29464.8,10000,10.5352
29286.6,9984.22,29464.6,10000,10.5354
29287.1,9984.28,29464.4,10000,10.5356
29287.7,9984.35,29464.2,10000,10.5358
29288.2,9984.42,29464,10000,10.536
29288.8,9984.48,29463.8,10000,10.5362
29289.3,9984.55,29463.6,10000,10.5364
29289.9,9984.62,29463.4,10000,10.5366
29290.4,9984.68,29463.2,10000,10.5368
29291,9984.75,29463,10000,10.537
29291.6,9984.82,29462.8,10000,10.5372
29292.1,9984.88,29462.6,10000,10.5374
29292.7,9984.95,29462.4,10000,10.5376
29293.2,9985.02,29462.2,10000,10.5378
29293.8,9985.08,29462,10000,10.538
29294.3,9985.15,29461.8,10000,10.5382
29294.9,9985.22,29461.6,10000,10.5384
29295.4,9985.28,29461.4,10000,10.5386
29296,9985.35,29461.2,10000,10.5388
29296.5,9985.42,29461,10000,10.539
29297.1,9985.48,29460.8,10000,10.5392
29297.6,9985.55,29460.6,10000,10.5394
29298.2,9985.62,29460.4,10000,10.5396
29298.7,9985.68,29460.2,10000,10.5398
29299.3,9985.75,29460,10000,10.54
29299.8,9985.82,29459.8,10000,10.5402
29300.4,9985.88,29459.6,10000,10.5404
29300.9,9985.95,29459.4,10000,10.5406
29301.5,9986.02,29459.2,10000,10.5408
29302,9986.08,29459,10000,10.541
29302.6,9986.15,29458.8,10000,10.5412
29303.1,9986.22,29458.6,10000,10.5414
29303.7,9986.28,29458.4,10000,10.5416
29304.2,9986.35,29458.2,10000,10.5418
29304.8,9986.42,29458,10000,10.542
29305.3,9986.48,29457.8,10000,10.5422
29305.9,9986.55,29457.6,10000,10.5424
29306.4,9986.62,29457.4,10000,10.5426
29307,9986.68,29457.2,10000,10.5428
29307.5,9986.75,29457,10000,10.543
29308.1,9986.82,29456.8,10000,10.5432
29308.7,9986.89,29456.6,10000,10.5434
29309.2,9986.95,29456.4,10000,10.5436
29309.8,9987.02,29456.2,10000,10.5438
29310.3,9987.09,29456,10000,10.544
29310.9,9987.15,29455.8,10000,10.5442
29311.4,9987.22,29455.6,10000,10.5444
29312,9987.29,29455.4,10000,10.5446
29312.5,9987.35,29455.2,10000,10.5448
29313.1,9987.42,29455,10000,10.545
29313.6,9987.49,29454.8,10000,10.5452
29314.2,9987.55,29454.6,10000,10.5454
29314.7,9987.62,29454.4,10000,10.5456
29315.3,9987.69,29454.2,10000,10.5458
29315.8,9987.75,29454,10000,10.546
29316.4,9987.82,29453.8,10000,10.5462
29316.9,9987.89,29453.6,10000,10.5464
29317.5,9987.95,29453.4,10000,10.5466
29318,9988.02,29453.2,10000,10.5468
29318.6,9988.09,29453,10000,10.547
29319.1,9988.15,29452.8,10000,10.5472
29319.7,9988.22,29452.6,10000,10.5474
29320.2,9988.29,29452.4,10000,10.5476
29320.8,9988.35,29452.2,10000,10.5478
29321.3,9988.42,29452,10000,10.548
29321.9,9988.49,29451.8,10000,10.5482
29322.4,9988.55,29451.6,10000,10.5484
29323,9988.62,29451.4,10000,10.5486
29323.5,9988.69,29451.2,10000,10.5488
29324.1,9988.75,29451,10000,10.549
29324.7,9988.82,29450.8,10000,10.5492
29325.2,9988.89,29450.6,10000,10.5494
29325.8,9988.95,29450.4,10000,10.5496
29326.3,9989.02,29450.2,10000,10.5498
29326.9,9989.09,29450,10000,10.55
29327.4,9989.15,29449.8,10000,10.5502
29328,9989.22,29449.6,10000,10.5504
29328.5,9989.29,29449.4,10000,10.5506
29329.1,9989.35,29449.2,10000,10.5508
29329.6,9989.42,29449,10000,10.551
29330.2,9989.49,29448.8,10000,10.5512
29330.7,9989.55,29448.6,10000,10.5514
29331.3,9989.62,29448.4,10000,10.5516
29331.8,9989.69,29448.2,10000,10.5518
29332.4,9989.75,29448,10000,10.552
29332.9,9989.82,29447.8,10000,10.5522
29333.5,9989.89,29447.6,10000,10.5524
29334,9989.95,29447.4,10000,10.5526
29334.6,9990.02,29447.2,10000,10.5528
29335.1,9990.09,29447,10000,10.553
29335.7,9990.15,29446.8,10000,10.5532
29336.2,9990.22,29446.6,10000,10.5534
29336.8,9990.29,29446.4,10000,10.5536
29337.3,9990.35,29446.2,10000,10.5538
29337.9,9990.42,29446,10000,10.554
29338.4,9990.49,29445.8,10000,10.5542
29339,9990.56,29445.6,10000,10.5544
29339.5,9990.62,29445.4,10000,10.5546
29340.1,9990.69,29445.2,10000,10.5548
29340.7,9990.76,29445,10000,10.555
29341.2,9990.82,29444.8,10000,10.5552
29341.8,9990.89,29444.6,10000,10.5554
29342.3,9990.96,29444.4,10000,10.5556
29342.9,9991.02,29444.2,10000,10.5558
29343.4,9991.09,29444,10000,10.556
29344,9991.16,29443.8,10000,10.5562
29344.5,9991.22,29443.6,10000,10.5564
29345.1,9991.29,29443.4,10000,10.5566
29345.6,9991.36,29443.2,10000,10.5568
29346.2,9991.42,29443,10000,10.557
29346.7,9991.49,29442.8,10000,10.5572
29347.3,9991.56,29442.6,10000,10.5574
29347.8,9991.62,29442.4,10000,10.5576
29348.4,9991.69,29442.2,10000,10.5578
29348.9,9991.76,29442,10000,10.558
29349.5,9991.82,29441.8,10000,10.5582
29350,9991.89,29441.6,10000,10.5584
29350.6,9991.96,29441.4,10000,10.5586
29351.1,9992.02,29441.2,10000,10.5588
29351.7,9992.09,29441,10000,10.559
29352.2,9992.16,29440.8,10000,10.5592
29352.8,9992.22,29440.6,10000,10.5594
29353.3,9992.29,29440.4,10000,10.5596
29353.9,9992.36,29440.2,10000,10.5598
29354.4,9992.42,29440,10000,10.56
29355,9992.49,29439.8,10000,10.5602
29355.5,9992.56,29439.6,10000,10.5604
29356.1,9992.62,29439.4,10000,10.5606
29356.6,9992.69,29439.2,10000,10.5608
29357.2,9992.76,29439,10000,10.561
29357.8,9992.82,29438.8,10000,10.5612
29358.3,9992.89,29438.6,10000,10.5614
29358.9,9992.96,29438.4,10000,10.5616
29359.4,9993.02,29438.2,10000,10.5618
29360,9993.09,29438,10000,10.562
29360.5,9993.16,29437.8,10000,10.5622
29361.1,9993.22,29437.6,10000,10.5624
29361.6,9993.29,29437.4,10000,10.5626
29362.2,9993.36,29437.2,10000,10.5628
29362.7,9993.42,29437,10000,10.563
29363.3,9993.49,29436.8,10000,10.5632
29363.8,9993.56,29436.6,10000,10.5634
29364.4,9993.62,29436.4,10000,10.5636
29364.9,9993.69,29436.2,10000,10.5638
29365.5,9993.76,29436,10000,10.564
29366,9993.82,29435.8,10000,10.5642
29366.6,9993.89,29435.6,10000,10.5644
29367.1,9993.96,29435.4,10000,10.5646
29367.7,9994.02,29435.2,10000,10.5648
29368.2,9994.09,29435,10000,10.565
29368.8,9994.16,29434.8,10000,10.5652
29369.3,9994.22,29434.6,10000,10.5654
29369.9,9994.29,29434.4,10000,10.5656
29370.4,9994.36,29434.2,10000,10.5658
29371,9994.43,29434,10000,10.566
29371.5,9994.49,29433.8,10000,10.5662
29372.1,9994.56,29433.6,10000,10.5664
29372.6,9994.63,29433.4,10000,10.5666
29373.2,9994.69,29433.2,10000,10.5668
29373.8,9994.76,29433,10000,10.567
29374.3,9994.83,29432.8,10000,10.5672
29374.9,9994.89,29432.6,10000,10.5674
29375.4,9994.96,29432.4,10000,10.5676
29376,9995.03,29432.2,10000,10.5678
29376.5,9995.09,29432,10000,10.568
29377.1,9995.16,29431.8,10000,10.5682
29377.6,9995.23,29431.6,10000,10.5684
29378.2,9995.29,29431.4,10000,10.5686
29378.7,9995.36,29431.2,10000,10.5688
29379.3,9995.43,29431,10000,10.569
29379.8,9995.49,29430.8,10000,10.5692
29380.4,9995.56,29430.6,10000,10.5694
29380.9,9995.63,29430.4,10000,10.5696
29381.5,9995.69,29430.2,10000,10.5698
29382,9995.76,29430,10000,10.57
29382.6,9995.83,29429.8,10000,10.5702
29383.1,9995.89,29429.6,10000,10.5704
29383.7,9995.96,29429.4,10000,10.5706
29384.2,9996.03,29429.2,10000,10.5708
29384.8,9996.09,29429,10000,10.571
29385.3,9996.16,29428.8,10000,10.5712
29385.9,9996.23,29428.6,10000,10.5714
29386.4,9996.29,29428.4,10000,10.5716
29387,9996.36,29428.2,10000,10.5718
29387.5,9996.43,29428,10000,10.572
29388.1,9996.49,29427.8,10000,10.5722
29388.6,9996.56,29427.6,10000,10.5724
29389.2,9996.63,29427.4,10000,10.5726
29389.8,9996.69,29427.2,10000,10.5728
29390.3,9996.76,29427,10000,10.573
29390.9,9996.83,29426.8,10000,10.5732
29391.4,9996.89,29426.6,10000,10.5734
29392,9996.96,29426.4,10000,10.5736
29392.5,9997.03,29426.2,10000,10.5738
29393.1,9997.09,29426,10000,10.574
29393.6,9997.16,29425.8,10000,10.5742
29394.2,9997.23,29425.6,10000,10.5744
29394.7,9997.29,29425.4,10000,10.5746
29395.3,9997.36,29425.2,10000,10.5748
29395.8,9997.43,29425,10000,10.575
29396.4,9997.49,29424.8,10000,10.5752
29396.9,9997.56,29424.6,10000,10.5754
29397.5,9997.63,29424.4,10000,10.5756
29398,9997.69,29424.2,10000,10.5758
29398.6,9997.76,29424,10000,10.576
29399.1,9997.83,29423.8,10000,10.5762
29399.7,9997.89,29423.6,10000,10.5764
29400.2,9997.96,29423.4,10000,10.5766
29400.8,9998.03,29423.2,10000,10.5768
29401.3,9998.09,29423,10000,10.577
29401.9,9998.16,29422.8,10000,10.5772
29402.4,9998.23,29422.6,10000,10.5774
29403,9998.29,29422.4,10000,10.5776
29403.5,9998.36,29422.2,10000,10.5778
29404.1,9998.43,29422,10000,10.578
29404.6,9998.5,29421.8,10000,10.5782
29405.2,9998.56,29421.6,10000,10.5784
29405.7,9998.63,29421.4,10000,10.5786
29406.3,9998.7,29421.2,10000,10.5788
29406.9,9998.76,29421,10000,10.579
29407.4,9998.83,29420.8,10000,10.5792
29408,9998.9,29420.6,10000,10.5794
29408.5,9998.96,29420.4,10000,10.5796
29409.1,9999.03,29420.2,10000,10.5798
29409.6,9999.1,29420,10000,10.58
29410.2,9999.16,29419.8,10000,10.5802
29410.7,9999.23,29419.6,10000,10.5804
29411.3,9999.3,29419.4,10000,10.5806
29411.8,9999.36,29419.2,10000,10.5808
29412.4,9999.43,29419,10000,10.581
29412.9,9999.5,29418.8,10000,10.5812
29413.5,9999.56,29418.6,10000,10.5814
29414,9999.63,29418.4,10000,10.5816
29414.6,9999.7,29418.2,10000,10.5818
29415.1,9999.76,29418,10000,10.582
29415.7,9999.83,29417.8,10000,10.5822
29416.2,9999.9,29417.6,10000,10.5824
29416.8,9999.96,29417.4,10000,10.5826
29417.3,10000,29417.2,10000,10.5828
29417.9,10000.1,29417,10000,10.583
